 i:	h421:	h552:	h422:	h332:	h433:
        4230	           0	           2	           0	           0	           0
        4231	           1	           2	           0	           0	           0
        4232	           0	           0	           0	           0	           0
        4233	           1	           6	           0	           0	           0
        4234	           1	           3	           1	           0	           0
        4235	           0	           5	           0	           0	           0
        4236	           0	           3	           0	           0	           0
        4237	           0	           3	           0	           0	           0
        4238	           0	           1	           1	           0	           0
        4239	           0	           0	           1	           1	           0
        4240	           1	           1	           0	           0	           0
        4241	           0	           1	           0	           0	           0
        4242	           0	           0	           0	           0	           0
        4243	           0	           2	           1	           0	           0
        4244	           1	           4	           0	           0	           0
        4245	           0	           0	           2	           0	           0
        4246	           1	           1	           3	           0	           0
        4247	           0	           0	           0	           0	           0
        4248	           0	           0	           0	           0	           0
        4249	           0	           0	           1	           0	           0
        4250	           0	           0	           1	           0	           0
        4251	           0	           0	           0	           0	           0
        4252	           1	           0	           0	           1	           0
        4253	           0	           6	           0	           0	           0
        4254	           2	           1	           0	           0	           0
        4255	           0	           3	           0	           0	           0
        4256	           0	           1	           0	           0	           0
        4257	           1	           1	           2	           0	           0
        4258	           5	           0	           2	           0	           0
        4259	           0	           1	           1	           0	           0
        4260	           0	           2	           2	           0	           0
        4261	           0	           1	           0	           0	           0
        4262	           0	           5	           0	           0	           0
        4263	           0	           1	           0	           0	           0
        4264	           0	           5	           0	           0	           0
        4265	           0	           1	           4	           0	           0
        4266	           1	           4	           1	           0	           0
        4267	           0	           4	           2	           0	           0
        4268	           0	           3	           2	           0	           0
        4269	           0	           0	           0	           0	           0
        4270	           0	           1	           0	           0	           0
        4271	           1	           0	           0	           0	           0
        4272	           0	           0	           1	           0	           0
        4273	           1	           0	           0	           0	           0
        4274	           0	           2	           0	           0	           0
        4275	           1	           1	           0	           0	           0
        4276	           0	           6	           0	           0	           0
        4277	           0	           0	           0	           0	           0
        4278	           0	           2	           0	           0	           0
        4279	           0	          10	           0	           0	           0
        4280	           1	           1	           0	           0	           0
        4281	           0	           1	           0	           1	           0
        4282	           0	           3	           2	           0	           0
        4283	           0	           1	           1	           0	           0
        4284	           1	           1	           0	           1	           0
        4285	           0	           2	           0	           0	           0
        4286	           0	           4	           2	           0	           0
        4287	           0	           0	           2	           0	           0
        4288	           0	           1	           2	           0	           0
        4289	           0	           2	           0	           0	           0
        4290	           0	           5	           0	           0	           0
        4291	           0	           1	           3	           0	           0
        4292	           1	           0	           3	           0	           0
        4293	           0	           1	           1	           0	           0
        4294	           0	           2	           2	           1	           0
        4295	           0	           3	           0	           0	           0
        4296	           0	           1	           3	           0	           0
        4297	           0	           0	           0	           1	           0
        4298	           1	           0	           2	           0	           0
        4299	           0	           0	           1	           0	           0
        4300	           0	           4	           0	           0	           0
        4301	           0	           0	           0	           0	           0
        4302	           3	           1	           0	           0	           0
        4303	           0	           6	           0	           0	           0
        4304	           0	           1	           0	           0	           0
        4305	           1	           3	           1	           0	           0
        4306	           5	           0	           0	           0	           0
        4307	           0	           2	           5	           0	           0
        4308	           0	           0	           0	           0	           0
        4309	           1	           1	           1	           0	           0
        4310	           0	           8	           0	           0	           0
        4311	           0	           2	           2	           0	           0
        4312	           0	           2	           0	           0	           0
        4313	           2	           0	           0	           0	           0
        4314	           0	           0	           1	           0	           0
        4315	           0	           1	           3	           0	           0
        4316	           2	           0	           2	           0	           0
        4317	           0	           2	           0	           0	           0
        4318	           0	           1	           0	           0	           0
        4319	           0	           6	           0	           0	           0
        4320	           0	           5	           0	           1	           0
        4321	           0	           2	           3	           0	           0
        4322	           0	           0	           1	           0	           0
        4323	           0	           1	           2	           0	           0
        4324	           0	           0	           2	           0	           0
        4325	           1	           2	           0	           0	           0
        4326	           0	           2	           1	           0	           0
        4327	           0	           2	           0	           1	           0
        4328	           0	           7	           2	           0	           0
        4329	           0	           1	           0	           0	           0
        4330	           0	           2	           0	           1	           0
        4331	           0	           6	           0	           0	           0
        4332	           0	           3	           0	           0	           0
        4333	           0	           1	           0	           0	           0
        4334	           0	           0	           0	           0	           0
        4335	           0	           0	           0	           0	           0
        4336	           0	           1	           0	           1	           0
        4337	           0	           2	           0	           0	           0
        4338	           1	           1	           3	           0	           0
        4339	           0	           4	           2	           0	           0
        4340	           0	           2	           3	           0	           0
        4341	           0	           3	           0	           0	           0
        4342	           2	           1	           0	           0	           0
        4343	           1	           0	           3	           0	           0
        4344	           0	           1	           2	           0	           0
        4345	           2	           1	           1	           0	           0
        4346	           1	           0	           0	           0	           0
        4347	           1	           1	           1	           0	           0
        4348	           0	           3	           0	           0	           0
        4349	           1	           1	           2	           0	           0
        4350	           1	           1	           0	           0	           0
        4351	           0	           2	           0	           0	           0
        4352	           1	           0	           1	           0	           0
        4353	           0	           4	           0	           0	           0
        4354	           2	           0	           1	           0	           0
        4355	           0	           1	           1	           0	           0
        4356	           0	           3	           0	           0	           0
        4357	           0	           1	           2	           0	           0
        4358	           0	           4	           0	           0	           0
        4359	           1	           0	           2	           1	           0
        4360	           0	           1	           0	           2	           0
        4361	           0	           0	           1	           0	           0
        4362	           1	           1	           1	           0	           0
        4363	           0	           6	           0	           0	           0
        4364	           1	           0	           0	           0	           0
        4365	           0	           4	           0	           0	           0
        4366	           0	           3	           2	           0	           0
        4367	           0	           3	           1	           0	           0
        4368	           0	           1	           1	           0	           0
        4369	           0	           4	           0	           0	           0
        4370	           0	           4	           1	           0	           0
        4371	           0	           3	           1	           0	           0
        4372	           2	           0	           2	           0	           0
        4373	           0	           6	           0	           0	           0
        4374	           0	           2	           2	           0	           0
        4375	           0	           3	           0	           0	           0
        4376	           0	           1	           1	           0	           0
        4377	           1	           1	           2	           0	           0
        4378	           0	           6	           0	           0	           0
        4379	           0	           0	           0	           0	           0
        4380	           0	           2	           0	           1	           0
        4381	           4	           1	           0	           0	           0
        4382	           1	           1	           1	           0	           0
        4383	           0	           0	           0	           0	           0
        4384	           0	           1	           1	           0	           0
        4385	           0	           5	           0	           1	           0
        4386	           0	           1	           0	           0	           0
        4387	           0	           1	           3	           0	           0
        4388	           0	           2	           0	           0	           0
        4389	           0	           4	           0	           0	           0
        4390	           0	           4	           3	           0	           0
        4391	           1	           0	           2	           0	           0
        4392	           1	           0	           0	           0	           0
        4393	           0	           0	           2	           0	           0
        4394	           0	           5	           0	           0	           0
        4395	           1	           0	           0	           0	           0
        4396	           0	           1	           0	           0	           0
        4397	           0	           4	           0	           0	           0
        4398	           0	           4	           0	           0	           0
        4399	           0	           2	           1	           0	           0
        4400	           1	           2	           0	           0	           0
        4401	           1	           1	           0	           0	           0
        4402	           0	           0	           0	           0	           0
        4403	           1	           5	           0	           0	           0
        4404	           0	           1	           0	           0	           0
        4405	           0	           1	           0	           0	           0
        4406	           0	           0	           0	           1	           0
        4407	           0	           3	           1	           0	           0
        4408	           0	           3	           0	           1	           0
        4409	           0	           1	           1	           0	           0
        4410	           0	           2	           2	           0	           0
        4411	           0	           4	           0	           0	           0
        4412	           0	           4	           0	           0	           0
        4413	           4	           1	           0	           0	           0
        4414	           1	           0	           1	           0	           0
        4415	           0	           1	           1	           0	           0
        4416	           2	           0	           0	           0	           0
        4417	           1	           1	           0	           0	           0
        4418	           0	           2	           0	           0	           0
        4419	           0	           2	           0	           0	           0
        4420	           3	           0	           2	           0	           0
        4421	           1	           0	           0	           0	           0
        4422	           0	           1	           1	           0	           0
        4423	           1	           2	           0	           0	           0
        4424	           1	           0	           2	           0	           0
        4425	           1	           2	           0	           0	           0
        4426	           0	           1	           2	           1	           0
        4427	           0	           4	           0	           0	           0
        4428	           2	           0	           0	           0	           0
        4429	           0	           7	           0	           0	           0
        4430	           0	           2	           0	           0	           0
        4431	           1	           6	           0	           0	           0
        4432	           0	           1	           5	           0	           0
        4433	           0	           1	           1	           0	           0
        4434	           2	           1	           0	           0	           0
        4435	           0	           6	           0	           0	           0
        4436	           3	           2	           0	           0	           0
        4437	           0	           3	           0	           0	           0
        4438	           0	           3	           0	           0	           0
        4439	           1	           0	           1	           0	           0
        4440	           1	           1	           3	           0	           0
        4441	           1	           2	           2	           0	           0
        4442	           0	           3	           0	           0	           0
        4443	           0	           3	           1	           0	           0
        4444	           1	           0	           1	           0	           0
        4445	           1	           0	           1	           0	           0
        4446	           0	           1	           0	           0	           0
        4447	           2	           0	           0	           0	           0
        4448	           0	           0	           2	           1	           0
        4449	           0	           1	           2	           0	           0
        4450	           1	           0	           2	           0	           0
        4451	           0	           0	           3	           0	           0
        4452	           1	           1	           0	           0	           0
        4453	           0	           2	           0	           0	           0
        4454	           0	           1	           1	           0	           0
        4455	           2	           0	           0	           0	           0
        4456	           0	           1	           1	           0	           0
        4457	           0	           3	           1	           0	           0
        4458	           0	           6	           0	           0	           0
        4459	           0	           6	           1	           0	           0
        4460	           0	           2	           3	           0	           0
        4461	           0	           3	           0	           0	           0
        4462	           1	           0	           2	           0	           0
        4463	           0	           1	           1	           0	           0
        4464	           0	           3	           2	           0	           0
        4465	           0	           1	           0	           0	           0
        4466	           0	           1	           1	           0	           0
        4467	           0	           4	           0	           0	           0
        4468	           0	           4	           0	           0	           0
        4469	           0	           0	           0	           0	           0
        4470	           3	           1	           0	           0	           0
        4471	           0	           2	           0	           0	           0
        4472	           1	           4	           0	           0	           0
        4473	           2	           0	           0	           0	           0
        4474	           1	           0	           1	           0	           0
        4475	           0	           1	           0	           0	           0
        4476	           0	           0	           2	           0	           0
        4477	           0	           1	           1	           0	           0
        4478	           0	           1	           0	           0	           0
        4479	           1	           1	           0	           0	           0
        4480	           0	           3	           0	           0	           0
        4481	           0	           2	           0	           0	           0
        4482	           0	           4	           2	           0	           0
        4483	           0	           4	           0	           0	           0
        4484	           0	           4	           0	           0	           0
        4485	           0	           2	           0	           1	           0
        4486	           1	           3	           0	           0	           0
        4487	           0	           2	           2	           0	           0
        4488	           0	           1	           4	           0	           0
        4489	           0	           2	           2	           0	           0
        4490	           0	           5	           0	           0	           0
        4491	           0	           5	           2	           0	           0
        4492	           0	           2	           1	           0	           0
        4493	           0	           2	           0	           0	           0
        4494	           0	           4	           0	           0	           0
        4495	           0	           2	           3	           0	           0
        4496	           2	           0	           1	           0	           0
        4497	           0	           1	           2	           0	           0
        4498	           1	           1	           1	           0	           0
        4499	           0	           0	           2	           0	           0
        4500	           0	           0	           0	           1	           0
        4501	           0	           2	           0	           0	           0
        4502	           0	           2	           0	           0	           0
        4503	           0	           1	           1	           0	           0
        4504	           0	           7	           0	           0	           0
        4505	           0	           0	           1	           0	           0
        4506	           1	           1	           1	           0	           0
        4507	           0	           1	           2	           0	           0
        4508	           1	           4	           0	           0	           0
        4509	           0	           1	           0	           0	           0
        4510	           0	           3	           2	           0	           0
        4511	           1	           0	           2	           0	           0
        4512	           1	           1	           0	           1	           0
        4513	           1	           0	           2	           0	           0
        4514	           1	           1	           0	           0	           0
        4515	           0	           3	           0	           0	           0
        4516	           0	           2	           1	           0	           0
        4517	           0	           3	           2	           0	           0
        4518	           1	           2	           1	           0	           0
        4519	           0	           0	           0	           0	           0
        4520	           0	           5	           0	           0	           0
        4521	           0	           5	           0	           0	           0
        4522	           1	           0	           0	           0	           0
        4523	           0	           6	           2	           0	           0
        4524	           0	           1	           1	           0	           0
        4525	           0	           3	           0	           0	           0
        4526	           0	           0	           4	           0	           0
        4527	           0	           4	           0	           0	           0
        4528	           1	           0	           0	           0	           0
        4529	           0	           2	           1	           0	           0
        4530	           0	           3	           0	           0	           0
        4531	           0	           3	           2	           0	           0
        4532	           1	           0	           2	           0	           0
        4533	           1	           1	           0	           0	           0
        4534	           0	           4	           0	           0	           0
        4535	           0	           2	           0	           0	           0
        4536	           4	           1	           0	           0	           0
        4537	           0	           0	           0	           0	           0
        4538	           0	           0	           0	           0	           0
        4539	           0	           1	           2	           0	           0
        4540	           1	           1	           1	           0	           0
        4541	           0	           1	           0	           0	           0
        4542	           0	           5	           0	           0	           0
        4543	           1	           2	           0	           0	           0
        4544	           0	           1	           0	           0	           0
        4545	           0	           3	           2	           0	           0
        4546	           0	           1	           0	           0	           0
        4547	           0	           1	           0	           1	           0
        4548	           0	           1	           0	           0	           0
        4549	           0	           4	           0	           0	           0
        4550	           0	           2	           1	           0	           0
        4551	           0	           1	           0	           0	           0
        4552	           0	           4	           0	           0	           0
        4553	           0	           4	           1	           0	           0
        4554	           0	           0	           2	           1	           0
        4555	           0	           2	           1	           0	           0
        4556	           0	           2	           0	           0	           0
        4557	           0	           3	           0	           0	           0
        4558	           2	           0	           1	           0	           0
        4559	           0	           4	           2	           0	           0
        4560	           2	           3	           1	           0	           0
        4561	           2	           0	           1	           0	           0
        4562	           0	           4	           0	           0	           0
        4563	           1	           4	           0	           0	           0
        4564	           0	           2	           0	           0	           0
        4565	           0	           3	           2	           0	           0
        4566	           1	           3	           0	           0	           0
        4567	           2	           1	           0	           0	           0
        4568	           1	           2	           0	           0	           0
        4569	           0	           5	           0	           0	           0
        4570	           0	           4	           0	           1	           0
        4571	           0	           4	           2	           0	           0
        4572	           0	           2	           0	           1	           0
        4573	           0	           4	           1	           0	           0
        4574	           1	           0	           2	           0	           0
        4575	           0	           2	           0	           0	           0
        4576	           1	           6	           0	           0	           0
        4577	           0	           1	           2	           0	           0
        4578	           0	           1	           2	           0	           0
        4579	           1	           0	           3	           0	           0
        4580	           1	           2	           0	           0	           0
        4581	           1	           1	           0	           0	           0
        4582	           1	           3	           1	           0	           0
        4583	           0	           4	           1	           0	           0
        4584	           1	           3	           0	           0	           0
        4585	           0	           6	           0	           0	           0
        4586	           2	           0	           2	           0	           0
        4587	           0	           6	           1	           0	           0
        4588	           0	           7	           0	           0	           0
        4589	           0	           2	           2	           0	           0
        4590	           0	           4	           0	           0	           0
        4591	           0	           1	           0	           0	           0
        4592	           2	           0	           4	           0	           0
        4593	           1	           0	           0	           0	           0
        4594	           0	           4	           0	           0	           0
        4595	           0	           4	           0	           0	           0
        4596	           0	           2	           1	           0	           0
        4597	           0	           3	           0	           0	           0
        4598	           1	           1	           0	           0	           0
        4599	           0	           1	           0	           0	           0
        4600	           0	           2	           1	           0	           0
        4601	           0	           5	           0	           0	           0
        4602	           1	           0	           2	           0	           0
        4603	           2	           2	           1	           0	           0
        4604	           1	           4	           0	           0	           0
        4605	           0	           1	           0	           0	           0
        4606	           1	           1	           0	           0	           0
        4607	           0	           1	           0	           0	           0
        4608	           0	           1	           2	           0	           0
        4609	           0	           0	           1	           0	           0
        4610	           1	           1	           0	           1	           0
        4611	           0	           2	           0	           0	           0
        4612	           0	           3	           0	           0	           0
        4613	           0	           4	           0	           0	           0
        4614	           1	           1	           2	           0	           0
        4615	           0	           2	           3	           0	           0
        4616	           0	           2	           1	           0	           0
        4617	           0	           2	           0	           0	           0
        4618	           1	           1	           1	           0	           0
        4619	           0	           7	           0	           0	           0
        4620	           1	           0	           5	           0	           0
        4621	           1	           0	           0	           0	           0
        4622	           1	           2	           0	           0	           0
        4623	           0	           0	           0	           0	           0
        4624	           0	           0	           3	           0	           0
        4625	           0	           4	           0	           0	           0
        4626	           2	           2	           3	           0	           0
        4627	           0	           5	           1	           0	           0
        4628	           0	           3	           0	           0	           0
        4629	           1	           0	           1	           0	           0
        4630	           0	           0	           3	           0	           0
        4631	           0	           6	           0	           0	           0
        4632	           1	           0	           1	           1	           0
        4633	           0	           0	           0	           0	           0
        4634	           0	           1	           1	           0	           0
        4635	           0	           1	           0	           0	           0
        4636	           0	           1	           0	           0	           0
        4637	           4	           0	           3	           0	           0
        4638	           0	           3	           0	           0	           0
        4639	           0	           1	           3	           0	           0
        4640	           0	           4	           0	           0	           0
        4641	           1	           3	           0	           0	           0
        4642	           0	           0	           1	           0	           0
        4643	           0	           0	           0	           0	           0
        4644	           0	           4	           0	           0	           0
        4645	           1	           1	           0	           0	           0
        4646	           2	           0	           2	           0	           0
        4647	           0	           4	           0	           0	           0
        4648	           0	           3	           0	           0	           0
        4649	           0	           0	           4	           0	           0
        4650	           0	           0	           0	           0	           0
        4651	           0	           6	           0	           0	           0
        4652	           0	           5	           1	           0	           0
        4653	           0	           3	           0	           0	           0
        4654	           0	           0	           1	           0	           0
        4655	           0	           2	           1	           1	           0
        4656	           0	           2	           0	           0	           0
        4657	           0	           3	           0	           0	           0
        4658	           0	           2	           0	           0	           0
        4659	           1	           0	           3	           0	           0
        4660	           0	           1	           0	           0	           0
        4661	           0	           1	           0	           1	           0
        4662	           1	           0	           0	           1	           0
        4663	           0	           1	           3	           0	           0
        4664	           1	           1	           2	           0	           0
        4665	           0	           0	           2	           0	           0
        4666	           0	           6	           0	           0	           0
        4667	           1	           0	           3	           0	           0
        4668	           5	           1	           0	           0	           0
        4669	           0	           2	           0	           0	           0
        4670	           0	           2	           2	           0	           0
        4671	           0	           1	           1	           0	           0
        4672	           0	           1	           0	           1	           0
        4673	           1	           0	           4	           0	           0
        4674	           1	           4	           0	           1	           0
        4675	           1	           2	           2	           0	           0
        4676	           0	           0	           1	           0	           0
        4677	           0	           1	           0	           0	           0
        4678	           1	           0	           3	           0	           0
        4679	           1	           2	           1	           0	           0
        4680	           0	           3	           0	           0	           0
        4681	           0	           3	           0	           0	           0
        4682	           0	           1	           2	           1	           0
        4683	           2	           0	           1	           0	           0
        4684	           0	           0	           2	           0	           0
        4685	           0	           1	           0	           0	           0
        4686	           1	           0	           2	           0	           0
        4687	           0	           5	           0	           0	           0
        4688	           0	           1	           3	           0	           0
        4689	           0	           1	           0	           0	           0
        4690	           1	           1	           0	           0	           0
        4691	           2	           0	           0	           0	           0
        4692	           0	           2	           1	           1	           0
        4693	           0	           5	           0	           0	           0
        4694	           1	           0	           1	           0	           0
        4695	           0	           3	           1	           0	           0
        4696	           1	           0	           1	           0	           0
        4697	           1	           1	           0	           0	           0
        4698	           0	           5	           0	           0	           0
        4699	           0	           3	           1	           0	           0
        4700	           1	           1	           1	           0	           0
        4701	           0	           5	           0	           0	           0
        4702	           0	           0	           0	           0	           0
        4703	           0	           1	           2	           0	           0
        4704	           0	           2	           1	           0	           0
        4705	           0	           5	           2	           0	           0
        4706	           0	           6	           0	           0	           0
        4707	           1	           0	           3	           0	           0
        4708	           0	           2	           0	           0	           0
        4709	           0	           2	           2	           0	           0
        4710	           0	           7	           0	           0	           0
        4711	           0	           1	           0	           0	           0
        4712	           0	           3	           0	           1	           0
        4713	           0	           6	           0	           0	           0
        4714	           0	           0	           0	           0	           0
        4715	           0	           2	           0	           1	           0
        4716	           0	           2	           0	           0	           0
        4717	           0	           1	           1	           0	           0
        4718	           0	           4	           0	           0	           0
        4719	           0	           1	           0	           0	           0
        4720	           0	           2	           1	           0	           0
        4721	           1	           0	           0	           0	           0
        4722	           0	           0	           0	           1	           0
        4723	           1	           0	           0	           0	           0
        4724	           1	           1	           1	           0	           0
        4725	           0	           3	           1	           0	           0
        4726	           1	           0	           1	           0	           0
        4727	           0	           0	           1	           1	           0
        4728	           1	           0	           0	           0	           0
        4729	           0	           3	           2	           0	           0
        4730	           0	           1	           0	           0	           0
        4731	           0	           0	           1	           0	           0
        4732	           3	           0	           0	           0	           0
        4733	           1	           1	           1	           0	           0
        4734	           0	           1	           1	           0	           0
        4735	           0	           1	           0	           0	           0
        4736	           1	           1	           1	           0	           0
        4737	           1	           0	           4	           0	           0
        4738	           1	           1	           2	           0	           0
        4739	           0	           2	           0	           0	           0
        4740	           0	           3	           1	           0	           0
        4741	           0	           1	           1	           0	           0
        4742	           0	           2	           0	           0	           0
        4743	           0	           0	           1	           0	           0
        4744	           0	           2	           0	           0	           0
        4745	           1	           2	           2	           0	           0
        4746	           0	           1	           1	           0	           0
        4747	           0	           5	           0	           0	           0
        4748	           0	           1	           0	           0	           0
        4749	           1	           1	           4	           0	           0
        4750	           0	           1	           0	           0	           0
        4751	           0	           1	           1	           0	           0
        4752	           1	           1	           0	           0	           0
        4753	           0	           2	           0	           1	           0
        4754	           0	           1	           2	           0	           0
        4755	           0	           5	           0	           0	           0
        4756	           0	           2	           3	           0	           0
        4757	           0	           3	           0	           0	           0
        4758	           0	           3	           0	           0	           0
        4759	           1	           0	           2	           0	           0
        4760	           0	           3	           3	           0	           0
        4761	           0	           0	           2	           0	           0
        4762	           0	           3	           0	           0	           0
        4763	           0	           5	           2	           0	           0
        4764	           1	           1	           0	           0	           0
        4765	           2	           0	           3	           0	           0
        4766	           1	           0	           0	           0	           0
        4767	           0	           3	           0	           0	           0
        4768	           0	           0	           1	           0	           0
        4769	           0	           0	           0	           0	           0
        4770	           0	           2	           2	           0	           0
        4771	           0	           0	           1	           0	           0
        4772	           0	           5	           0	           0	           0
        4773	           1	           3	           0	           0	           0
        4774	           1	           2	           0	           0	           0
        4775	           0	           0	           3	           0	           0
        4776	           1	           0	           1	           0	           0
        4777	           0	           2	           2	           0	           0
        4778	           0	           8	           0	           0	           0
        4779	           1	           0	           1	           0	           0
        4780	           1	           1	           2	           0	           0
        4781	           0	           0	           2	           0	           0
        4782	           0	           4	           0	           0	           0
        4783	           2	           0	           1	           0	           0
        4784	           0	           1	           1	           0	           0
        4785	           2	           0	           0	           0	           0
        4786	           1	           0	           0	           1	           0
        4787	           0	           2	           0	           0	           0
        4788	           0	           4	           0	           0	           0
        4789	           0	           4	           0	           0	           0
        4790	           0	           1	           0	           0	           0
        4791	           0	           2	           2	           0	           0
        4792	           1	           3	           2	           0	           0
        4793	           2	           0	           1	           0	           0
        4794	           0	           1	           1	           0	           0
        4795	           1	           0	           0	           0	           0
        4796	           1	           2	           1	           0	           0
        4797	           0	           1	           0	           0	           0
        4798	           1	           0	           0	           0	           0
        4799	           0	           1	           2	           0	           0
        4800	           0	           2	           3	           0	           0
        4801	           0	           3	           0	           0	           0
        4802	           1	           2	           2	           0	           0
        4803	           0	           1	           0	           0	           0
        4804	           0	           4	           3	           0	           0
        4805	           0	           3	           0	           0	           0
        4806	           0	           1	           0	           1	           0
